Dataset,County,County_Urban,County_Bioregion,Frequency_General,Frequency_Tuna,Frequency_Shrimp,Frequency_Salmon,Frequency_Flounder,Frequency_BlueCrab,Frequency_Clams,Frequency_Mullet,Frequency_Oysters,Frequency_raw_Tuna,Frequency_raw_Shrimp,Frequency_raw_Salmon ,Frequency_raw_Flounder,Frequency_raw_BlueCrab,Frequency_raw_Clams ,Frequency_raw_Mullet ,Frequency_raw_Oysters ,Where_Tuna,Where_Shrimp,Where_Salmon,Where_Flounder,Where_BlueCrab,Where_Clams,Where_Mullet,Where_Oysters,Form_Tuna,Form_Shrimp,Form_Salmon,Form_Flounder,Form_BlueCrab,Form_Clams,Form_Mullet,Form_Oysters,Preference_Tuna ,Preference_Shrimp,Preference_Salmon,Preference_Flounder,Preference_BlueCrab ,Preference_Clams ,Preference_Mullet ,Preference_Oysters,Qualities_Healthy ,Qualities_Local ,Qualities_Safe ,Qualities_Local_Economies ,Qualities_Tasty ,Qualities_Affordable,Qualities_Local_Culture ,Qualities_Sustainable ,Qualities_Easy_Access ,Qualities_Local_Environments,Qualities_Fresh,Importance_Health,Importance_Local,Importance_Safe,Importance_Local_Economies,Importance_Tasty,Importance_Affordable,Importance_Local_Culture,Importance_Sustainable,Importance_Easy_Access,Importance_Local_Environments,Importance_Fresh,Importance_Wild,Importance_Farmed,WTP_Healthy,WTP_Local,WTP_Safe,WTP_Local_Economies,WTP_Tasty,WTP_Affordable,WTP_Local_Culture,WTP_Sustainable,WTP_Easy_Access,WTP_Local_Environments,WTP_Fresh,WTP_Wild,WTP_Farmed,Covid_Importance_Healthy,Covid_Importance_Local,Covid_Importance_Safe,Covid_Importance_Local_Economies,Covid_Importance_Tasty,Covid_Importance_Affordable,Covid_Importance_Local_Culture,Covid_Importance_Sustainable,Covid_Importance_Easy_Access,Covid_Importance_Local_Envrionments,Covid_Importance_Fresh,Covid_Importance_Wild,Covid_Importance_Farmed,Rank_Coastal_Development,Rank_Heritage,Rank_State_Economy,Rank_Sustainability ,Rank_Small_Business,Rank_Wages,Rank_Trade_Deficit,Rank_Food_Security,Rank_Wild,Rank_Farmed,Local_Seafood,Local_Seafood_Text,Benefit_Local,LocalBenefit1,LocalBenefit2,Rate_Mariculture_Win,Rate_Grow_Oyster_Market,Rate_Regulatory_Balance,Rate_Unfair_Markets,Rate_Company_Rights,Rate_Good_Bad_Years,Rate_Hurt_Oyster_Market,Rate_Heritage_Loss,Rate_Local_Food_Security,Rate_Farms_Improve_Fishing,Rate_Aquaculture_Future,Rate_Residential_Leases,Rate_Overfishing_Occurring ,Rate_Fish_Meant_Harvesting ,Rank_Growth_NC_Seafood_Critical,Rank_Farming_Priority,Rank_Commercial_Fishing_Protection,Rank_Commercial_Fishing_Backbone,Knowledge_Production,Frequency_NC_Coast,Involvement_Commercial,Involvement_Recreational,Eat_Catch,Distance_NC_Coast_original,Zip,Age_original,Age_corrected,Over_Under_40,Gender_original,Gender_Text,Education,Political_Party,Political_Party_Text,Race1,Race2,Race3,Race4,Race_Text,Race_Combined,Income,Duration
2,Carteret,2,1,6,0,4,2,2,4,3,1,2,,0,0,0,0,0,0,1,,3,3,5,5,5,8,4,,2,2,1,1,1,1,5,,2,1,1,1,3,1,3,1,1,1,2,1,2,1,3,1,2,1,4,4,5,4,4,4,4,3,4,3,5,4,3,4,4,4,3,4,3,3,3,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,,,2,,3,2,,"Fresh, helps local crabbers, clamers and oyster men and fishermen .I am looking forward to buying farmed oysters and if they farm them clams",,,5,4,4,3,1,1,3,4,5,3,4,5,4,2,1,2,4,3,3,8,0,3,4,1,28584,5,,,2,,5,2,,1,,,,,1,2,1512
2,Wake,1,3,5,3,4,2,3,3,2,1,4,2,0,2,0,0,0,0,2,4,5,4,5,5,4,5,4,1,2,5,5,5,5,5,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,3,2,3,2,3,1,,,,2,,,,,3,,"Supporting local farmers, heritage, community, economies",,,4,5,4,5,4,2,4,5,4,3,3,4,4,3,1,4,2,3,3,7,0,3,3,6,27502,7,,,2,,6,2,,1,,,,,1,8,737
2,Alamance,2,3,4,3,4,3,1,0,0,0,0,0,0,0,0,,,,,3,3,3,3,,,,,3,1,1,1,,,,,6,6,6,6,,,,,5,5,3,3,5,5,2,2,1,1,1,3,4,5,4,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,,,2,,,,,,3,,It helps the local people of my state ,,,3,2,3,4,2,4,3,4,3,4,4,4,4,3,3,1,4,2,1,3,0,3,1,6,27249,4,,,1,,3,3,,1,,,,,1,8,646
2,Carteret,2,1,5,0,4,3,2,2,2,4,2,,0,0,0,0,0,0,0,,6,3,1,1,6,1,6,,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,3,3,4,4,4,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,1,,,,,2,,3,,Fresh seafood that supports the local economy,,,4,3,5,1,2,1,2,3,4,4,4,5,5,1,1,2,4,3,2,8,0,3,4,0,28581,5,,,1,,6,3,,1,,,,,1,8,797
2,Carteret,2,1,5,2,4,0,3,3,1,2,2,2,0,,0,0,0,0,0,1,6,,4,5,5,2,5,1,1,,5,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,3,1,3,2,1,1,3,5,5,4,5,1,5,4,3,4,5,5,1,3,3,4,3,3,3,3,3,3,3,4,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,3,,2,,,,,3,,"Taste 
Knowing where it came from, possibly how it was handled 
Supporting local economy, and state economy 
Supporting the fishery and heritage ",,,5,5,5,5,2,3,3,5,5,5,4,5,4,2,1,3,4,2,2,8,0,3,4,1,28557,2,,,2,,5,1,,1,,,,,1,4,1699
2,Person,2,3,4,1,3,1,0,4,2,1,2,0,0,0,,0,0,0,2,2,3,2,,3,3,4,5,3,1,2,,2,3,1,1,3,1,2,,1,2,1,1,2,2,3,2,2,2,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,1,,,2,,,3,,Economic ,,,5,3,4,3,3,3,3,5,4,4,4,5,5,5,1,4,3,2,3,3,0,3,4,6,28573,6,,,2,,4,3,,1,,,,,1,3,1462
2,Franklin,2,3,3,1,3,3,1,2,0,0,2,0,0,0,0,0,,,2,4,3,3,4,4,,,5,5,1,1,5,5,,,1,2,3,2,6,6,,,3,1,2,5,2,1,3,2,3,3,5,2,3,4,5,4,4,4,3,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,1,3,,,,,3,,"Supporting fellow North Carolinians
Fresher product",,,4,4,4,4,2,2,3,4,4,3,4,5,3,3,3,4,2,1,1,7,3,3,4,6,27597,4,,,1,,6,2,,1,,,,,1,3,1793
2,Carteret,2,1,4,2,4,0,2,2,2,2,2,1,4,,2,2,2,2,2,5,5,,5,5,5,2,2,1,1,,1,1,1,1,1,2,6,,6,6,6,6,5,4,2,2,1,3,2,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,5,3,3,0,3,0,3,3,0,0,3,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,2,,,,,1,3,,Support of local industry and buying quality seafood,,,5,5,4,5,4,3,2,5,5,5,4,5,4,4,2,1,3,4,2,8,3,3,3,0,28516,7,,,2,,4,1,,9,,,,, ,8,1115
2,New Hanover,1,1,6,2,1,4,2,2,4,4,4,2,0,2,0,0,0,0,2,2,6,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,5,5,5,5,4,5,4,4,5,5,5,1,3,3,3,3,3,0,3,3,3,3,3,3,0,2,3,2,3,3,2,3,2,2,3,3,3,1,,,,1,3,,,2,,,3,,Taste and supporting coastal economy ,,,4,2,4,5,1,3,4,5,4,4,3,5,4,3,3,4,1,2,3,8,3,3,4,1,28411,5,,,1,,5,2,,1,,,,,1,4,1836
2,Carteret,2,1,5,0,4,3,1,0,2,0,0,,0,0,0,,0,,,,3,5,4,,3,,,,1,1,1,,2,,,,2,2,3,,3,,,1,1,2,2,2,4,1,1,3,3,1,5,4,4,4,4,3,4,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,2,1,1,,,3,,,,,2,,2,,Supports local fishermen ,,,3,4,2,4,1,2,3,2,3,4,3,2,2,3,1,2,3,4,2,8,0,0,1,1,28557,5,,,2,,2,1,,1,,,,,1,6,791
2,,,,6,3,3,5,5,1,0,1,0,0,0,0,0,0,,0,,3,4,5,5,5,,5,,2,2,3,2,5,,5,,2,2,1,1,2,,2,,1,2,2,1,2,2,2,2,2,2,1,5,3,5,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,,,,3,,,,2,1,,5,,"healthy, fresh ",,,2,1,4,4,3,4,3,4,4,2,3,2,5,2,1,2,3,4,1,2,0,3,1,6,45619,6,,,2,,7,3,,1,,,,,1,6,1365
2,Cabarrus,1,3,4,2,2,2,2,0,1,0,2,2,0,2,0,,0,,2,4,3,3,4,,4,,4,5,1,1,5,,5,,5,1,1,1,1,,1,,5,1,1,1,2,2,3,2,2,3,2,2,5,4,5,4,5,3,4,5,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,2,3,,,,,,3,,"I think supporting my state's coastal communities is something I would like to be able to do.  I also would like to know where my seafood comes from, and would like to know that my seafood is being either harvested wild or farm-raised in a way that is safe for consumption, sustainable, and environmentally responsible.",,,5,5,4,4,1,3,2,5,5,5,4,5,4,2,1,2,3,4,2,2,0,0,0,6,28081,4,,,1,,5,2,,1,,,,,1,5,976
2,Moore,2,3,5,3,4,3,3,2,2,1,2,3,0,3,0,0,0,0,2,4,5,4,5,4,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,3,2,3,1,4,4,4,4,5,4,3,3,4,3,5,4,1,0,3,0,3,0,0,0,3,0,0,0,3,0,2,2,2,2,2,3,2,2,2,2,2,2,2,,,,3,2,,1,,,,6,,Helps local economy,,,4,3,4,5,1,1,2,4,4,3,2,5,4,1,1,4,3,2,2,4,0,3,4,5,28374,4,,,2,,5,1,,1,,,,,1,6,1409
2,Carteret,2,1,6,4,5,1,2,3,4,1,1,3,0,0,0,0,0,0,1,7,7,2,4,1,1,4,1,1,1,5,5,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,3,2,3,3,3,3,2,3,1,,1,,,2,3,,,,,3,,"Health, taste, availability, freshness",,,4,3,4,5,2,2,2,5,5,3,3,2,4,2,1,4,2,3,2,8,0,3,4,0,28553,6,,,5,,6,2,,1,,,,,1,6,998
2,Wake,1,3,4,0,4,1,2,3,2,3,3,,0,0,0,0,0,0,2,,6,3,5,3,2,1,5,,1,2,2,2,1,1,1,,1,3,3,2,3,6,3,2,2,4,2,2,3,2,3,3,3,2,4,5,5,3,4,2,4,5,4,4,4,2,2,3,3,3,3,3,0,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,2,,1,,3,,,,2,,,3,,Fresh and supports local ,,,5,4,5,4,1,1,1,4,4,5,5,5,5,1,2,1,4,3,2,5,3,0,4,5,27615,3,,,2,,5,2,,1,,,,,1,7,871
2,Dare,2,1,4,2,3,1,2,2,2,2,3,0,0,0,0,0,0,0,2,5,6,3,4,4,4,2,6,3,2,4,5,5,5,1,1,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,4,5,4,5,4,3,5,5,4,5,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,,,,1,2,,,7,caught by boats from my couny,"fresh, supports local economy healthy, available",,,5,5,5,5,1,5,1,4,5,4,4,5,1,5,1,4,2,3,2,8,0,0,0,0,27972,6,,,2,,6,2,,1,,,,,1,7,1217
2,Craven,2,2,4,3,5,2,2,2,1,0,0,2,0,0,0,0,0,,,6,6,3,6,6,6,,,1,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,3,2,,,,,,3,,"Fresh, good for local economy and provides income for local families. Also coastal heritage. Generations of fishermen need to continue their legacy. ",,,5,3,2,4,2,4,2,5,5,4,3,5,1,4,2,4,3,1,2,8,0,3,4,2,28562,4,,,1,,2,3,,1,,,,,1,7,1055
2,Carteret,2,1,5,2,4,0,2,3,3,4,3,0,0,,0,0,0,0,0,4,6,,2,6,6,2,6,5,1,,1,1,1,1,1,1,1,,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,5,3,4,5,3,4,4,5,1,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,,,,3,,3,,supporting NC fisheries and freshness,,,4,4,5,2,2,1,1,4,4,4,3,5,2,2,2,3,4,1,4,8,0,3,3,0,28553,5,,,2,,5,3,,1,,,,,1,3,2712
2,3,1,3,4,3,4,2,1,1,0,2,2,0,0,0,0,0,,0,0,3,2,3,2,2,,2,6,3,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,5,1,5,2,5,1,5,4,5,4,5,4,4,4,5,4,5,5,1,3,3,4,3,3,3,3,3,3,3,3,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,2,,,,,3,,3,,Q,,,4,3,5,5,3,4,3,5,5,3,3,3,4,3,2,4,1,3,2,7,3,3,3,6,28203,5,,,2,,5,2,,1,,,,,1,6,778
2,Wake,1,3,4,2,4,2,0,2,2,0,2,2,0,0,,0,0,,2,4,5,3,,5,5,,5,5,1,2,,1,1,,1,1,1,3,,1,1,,3,2,1,1,2,2,3,1,2,3,2,1,5,5,5,5,5,4,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,2,,,,,,3,,quality; economic growth; supporting local economies,,,4,3,2,3,1,1,3,4,3,5,2,5,5,1,1,2,3,4,2,3,0,3,4,6,27606,3,,,1,,7,2,,1,,,,,1,5,633
2,Carteret,2,1,6,4,5,0,3,2,3,0,4,3,0,,0,0,0,,2,5,6,,8,5,5,,6,1,1,,1,1,1,,1,6,1,,6,1,6,,1,2,2,2,2,1,1,1,1,4,4,1,5,5,5,5,5,2,5,5,5,5,5,5,1,3,3,3,4,3,3,4,3,4,4,4,4,0,2,3,3,3,3,2,3,2,3,3,3,3,2,3,1,,,2,,,,,,3,,Supports our local economy ,,,4,3,5,3,1,4,3,4,3,4,3,5,3,4,2,4,3,1,3,8,0,3,4,1,,3,,,2,,2,1,,1,,,,,1,6,1269
2,Carteret,2,1,6,4,5,0,2,2,2,1,2,0,0,,0,0,0,0,1,5,5,,5,2,5,8,6,1,1,,1,1,1,1,1,1,1,,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,5,5,5,3,5,2,3,4,4,4,5,3,3,4,3,4,3,3,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,2,,1,,,,,3,,"Healthy, tasty, support local fishermen",,,5,3,3,3,2,1,2,4,3,4,4,3,5,1,1,2,3,4,3,8,0,3,4,0,28594,5,,,2,,6,2,,1,,,,,1,7,917
2,3,2,3,5,4,5,2,4,2,1,0,3,2,0,0,0,0,0,,2,3,4,4,4,6,6,,6,3,1,1,2,1,3,,1,1,1,2,2,1,2,,3,1,1,2,1,1,3,1,2,2,1,1,4,5,5,5,4,3,5,5,5,5,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,1,2,,,,3,,,,,3,,Freshness. Sustaining the industry in the coastal area of our state. Maintaining of a commercial fishing culture at the coast of our state. ,,,5,5,5,5,2,4,3,5,5,5,4,5,2,2,1,2,3,4,2,3,0,0,4,6,27205,5,,,2,,6,1,,1,,,,,1,6,2241
2,Wake,1,3,4,2,4,2,3,2,2,2,3,0,0,0,0,0,0,0,0,4,5,3,1,6,6,6,6,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,4,5,5,4,5,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,3,3,2,2,3,3,2,2,2,3,1,,,,1,3,2,,,,,3,,"Quality, local jobs",,,3,5,5,4,3,1,3,4,4,4,3,5,5,1,3,4,1,2,2,7,0,3,3,6,27513,7,,,2,,5,5,,1,,,,,1,8,836
2,Dare,2,1,6,1,4,0,2,2,1,3,1,0,0,,0,0,0,0,0,6,6,,6,6,6,6,6,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,4,5,1,3,3,3,3,3,0,3,3,3,3,3,3,0,2,3,2,3,2,2,3,2,2,3,2,2,2,,,,,3,2,,,1,,3,,supporting local fishermen and local communities,,,1,1,5,5,1,1,4,5,5,2,1,5,4,2,3,4,2,1,4,8,3,0,1,1,27920,5,,,1,,5,2,,1,,,,,1,3,1150
2,2,2,2,4,2,2,2,1,0,2,1,2,0,0,0,0,,0,0,1,3,3,3,3,,3,5,4,1,1,1,1,,3,1,5,1,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,3,,,,,,5,,Keeping the money in the usa & supporting people here,,,4,3,4,3,3,3,3,3,5,3,4,3,4,1,1,4,3,2,1,3,0,3,3,6,27893,6,,,2,,5,1,,1,,,,,1,6,2319
2,1,2,1,4,0,4,0,3,2,1,0,2,,0,,0,0,0,,1,,5,,5,5,5,,5,,1,,1,1,1,,1,,1,,1,1,1,,1,2,1,2,2,2,2,2,3,3,2,2,5,5,5,5,5,4,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,2,3,3,2,2,,,,2,1,,,3,,,5,,"Safe to eat
Flavor
Harvesting methods are more sustainable.",,,5,4,5,4,1,1,3,5,4,5,4,4,5,3,1,2,4,3,1,8,0,3,4,0,27889,6,,,2,,3,5,,1,,,,,1,8,2255
2,Orange,2,3,6,3,4,4,2,2,0,0,0,4,4,4,2,2,,,,5,5,5,4,4,,,,1,1,1,5,5,,,,1,1,3,1,1,,,,2,1,1,1,1,2,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,,,,1,,3,,,2,,3,,"freshness, quality, price",,,5,3,4,4,1,1,1,4,2,2,3,2,2,2,1,4,3,2,1,3,0,0,0,6,27514,6,,,2,,3,2,,1,,,,,1,6,1173
2,1,2,1,4,2,4,2,1,3,2,0,2,2,0,0,0,0,0,,2,5,6,5,2,6,5,,6,1,1,2,1,1,1,,1,1,1,1,1,1,3,,4,1,1,1,1,1,3,1,3,3,2,3,3,5,5,4,5,4,3,3,2,2,5,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,,1,,,2,3,,,,,7,"Southern VA, NC, SC, Northern GA","Taste
Supporting local economies and local families
Seafood safety
Maintaining regional culture and heritage",,,5,4,5,4,2,4,2,5,5,4,2,4,2,4,1,4,3,2,4,8,0,3,3,5,27889,5,,,2,,5,4,Conservative,1,,,,,1,5,2736
2,3,1,3,6,4,4,5,4,4,4,2,3,4,2,3,0,3,4,0,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,3,1,2,3,1,1,4,5,4,5,5,1,5,4,3,4,5,5,1,3,3,3,3,3,0,3,3,3,3,3,3,0,2,3,2,3,2,2,3,2,2,3,2,2,2,,3,,1,2,,,,,,7,"VA, NC, and SC is typically what I think of",Freshness and availability of species that aren't typically available further from the region,,,5,3,4,3,1,2,2,4,4,3,3,4,5,1,1,2,4,3,3,5,0,3,3,6,28205,4,,,2,,6,4,libertarian,1,,,,,1,7,749
2,Carteret,2,1,6,2,5,0,3,3,3,1,4,0,0,,0,0,0,0,0,3,7,,7,7,7,4,7,3,1,,1,1,1,1,1,3,1,,1,1,5,1,5,1,2,2,2,1,1,2,2,2,2,1,5,5,4,5,5,5,5,5,5,5,5,4,3,3,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,,,2,1,,,,,3,,Fresh,,,5,4,4,5,1,5,4,5,5,5,5,5,4,3,3,4,2,1,3,8,3,3,2,1,28516,5,,,1,,4,1,,1,,,,,1,4,1747
2,Carteret,2,1,5,0,5,2,5,2,2,0,0,,0,0,0,0,0,,,,6,3,5,4,2,,,,1,3,1,1,1,,,,1,3,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,4,5,5,5,5,1,0,3,0,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,1,,,,3,,2,,Freshness and support of local fishermen,,,3,3,5,3,1,2,1,5,1,1,1,4,4,1,3,4,1,2,1,7,0,3,4,0,28553,5,,,1,,6,3,,1,,,,,1,6,995
2,Dare,2,1,3,3,3,0,2,3,2,0,2,0,0,,0,0,2,,2,5,5,,4,5,5,,5,3,1,,5,6,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,3,5,5,5,5,5,5,1,3,3,3,3,3,0,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,3,2,,,,,,3,,"Commercial fishermen and women are my neighbors and friends. And it tastes better and I know it is not fed garbage, drugs and pig shit. ",,,4,4,5,4,1,3,2,5,5,3,2,5,1,2,3,4,1,2,2,8,0,3,1,0,27948,6,,,2,,5,2,,1,8,,,celtic,10,8,1142
2,3,1,3,3,4,2,3,2,1,2,0,2,1,0,1,0,1,0,,2,3,4,3,4,4,4,,4,3,5,2,5,5,5,,5,1,1,1,1,1,3,,3,1,4,1,3,5,3,5,5,2,5,2,5,3,5,3,5,2,3,5,5,5,5,5,1,4,4,4,3,4,4,3,3,3,3,4,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,3,,,,,,,4,,"Less travel time, which means it’s fresher; supports our state economy (fishermen and  fish markets); familiarity with the Available  selection ",,,5,5,5,5,1,1,3,4,5,5,4,5,4,2,1,2,4,3,0,3,0,3,1,6,28202,4,,,1,,6,3,,1,,,,,1,5,1357
2,Orange,2,3,4,0,4,2,0,2,0,2,2,,0,0,,0,,0,2,,5,3,,4,,5,3,,2,2,,5,,1,1,,1,1,,1,,1,1,1,1,1,1,4,4,1,1,1,1,1,4,5,5,5,4,3,5,5,4,5,5,5,1,,4,4,3,3,3,,3,3,4,4,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,,3,,2,,,4,,Supporting the local fisheries. It is fresher ,,,4,3,4,5,1,1,2,4,4,5,3,5,5,1,1,2,4,3,1,2,0,0,0,6,27516,6,,,1,,6,2,,1,,,,,1,4,1193
2,,,,5,4,4,4,2,5,3,0,5,4,4,4,0,0,3,,5,4,3,3,4,4,4,,4,4,1,4,5,5,5,,5,1,1,1,3,3,3,,1,1,1,1,1,1,3,1,1,2,1,1,5,5,5,5,5,5,5,4,4,5,5,4,2,0,3,3,3,3,0,3,3,3,3,3,3,0,2,3,3,3,3,3,3,2,2,3,3,2,2,1,2,,,3,,,,,,3,,Support our Watermen!,,,2,5,5,5,1,1,3,5,5,3,3,5,1,1,3,4,1,2,2,3,0,0,0,4,23455,6,,,1,,5,2,,1,,,,,1,2,1498
2,Carteret,2,1,5,0,5,0,2,4,3,2,4,,0,,0,0,0,0,2,,6,,4,6,4,1,6,,2,,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,4,5,5,4,5,4,5,1,3,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,2,2,2,2,2,3,2,2,2,2,,3,,,2,,,,1,,3,,"Jobs, great fresh seafood, local economy
",,,5,4,4,1,1,5,2,5,5,4,2,5,1,5,2,4,3,1,4,8,0,3,1,0,28511,4,,,1,,8,5,,1,,,,,1,8,1067
2,Craven,2,2,4,3,4,2,0,2,2,0,1,0,0,0,,0,0,,0,3,2,4,,2,1,,2,2,1,5,,1,1,,1,6,6,6,,6,6,,6,2,2,2,2,1,2,2,2,1,5,2,3,4,5,3,5,4,4,4,4,4,5,3,1,3,3,,3,3,,3,3,3,3,3,3,0,2,2,2,3,2,2,3,2,2,3,2,2,2,,,,3,2,1,,,,,2,,"fresh, supporting local business",,,3,4,4,4,2,2,3,5,5,3,3,5,4,1,1,4,2,3,1,8,3,3,4,0,28532,5,,,1,,6,2,,1,,,,,1,8,1207
2,Carteret,2,1,4,3,4,0,2,2,2,0,2,2,0,,0,0,0,,0,1,6,,1,1,2,,1,1,2,,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,2,3,3,3,3,3,3,3,1,3,,,1,,,,,2,,2,,"Fresh, tasty, lower cost ",,,5,5,5,4,3,1,2,4,5,5,5,5,5,2,1,2,3,4,2,7,0,3,4,6,27104,5,,,2,,6,1,,1,,,,,1,5,962
2,Gaston,1,3,4,2,2,2,1,1,0,0,2,1,0,0,0,0,,,2,2,3,5,4,4,,,4,2,2,1,5,5,,,5,2,3,4,3,3,,,4,2,2,2,3,2,3,2,3,3,3,3,5,4,5,5,5,4,5,4,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,1,2,,,,,3,,"Keeps my $ in my state. 
Helps my state’s small business owners/employees. 
Generates tax dollars that in turn helps my state. 
It tastes better and I believe it is fresher, thus healthier. ",,,5,5,5,5,1,4,1,5,5,5,1,4,3,2,1,3,2,4,2,3,0,3,4,6,28054,5,,,1,,5,3,,1,,,,,1,7,1705
2,Carteret,2,1,2,0,2,0,2,1,2,0,2,,0,,0,0,0,,0,,6,,6,1,6,,4,,1,,1,1,1,,1,,1,,1,1,1,,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,2,,,,,3,1,2,,"Support local fishermen 

Local tastes better ",,,5,5,4,4,3,1,4,4,5,3,4,5,4,1,1,4,2,3,2,8,0,3,4,0,28516,5,,,1,,6,2,,1,,,,,1,6,865
